,id_palabra,palabra,language,POS,ranking,lemmatized,pc1,pc2,pc3,rgb1,rgb2,rgb3,nc5,nc4,nc3,nc2,trans
456,1586,علم,Urdu,NOUN,429,yes,-1.5933,-1.873,-1.5719,0.4064,0.5741,0.1216,5,4,3,2,knowledge
289,2802,کنٹرول,Urdu,NOUN,430,yes,-2.1145,-0.1973,0.7809,0.3875,0.6336,0.2058,5,4,3,2,Control
248,599,تیز,Urdu,ADJ,431,yes,5.9098,2.3013,-3.3008,0.678,0.7222,0.0598,1,1,1,1,fast
247,598,بارش,Urdu,NOUN,432,yes,-4.8014,-1.585,-2.2422,0.2902,0.5843,0.0976,5,4,3,2,the rain
412,1301,اقتدار,Urdu,NOUN,433,yes,-3.9464,-0.1687,-0.6605,0.3212,0.6346,0.1542,5,4,3,2,power
236,4667,شاہ,Urdu,PROPN,434,yes,-2.6286,-1.281,-2.2435,0.3689,0.5951,0.0976,5,4,3,2,The king
75,133,آئندہ,Urdu,ADJ,435,yes,0.1677,1.7172,-0.829,0.4701,0.7015,0.1482,5,4,3,2,next time
430,3430,کلو,Urdu,NOUN,436,yes,-2.7143,-1.5244,-0.6219,0.3658,0.5865,0.1556,5,4,3,2,Kilo
111,219,متعلق,Urdu,ADP,437,yes,-1.9006,0.3331,0.134,0.3952,0.6524,0.1827,5,4,3,2,related
172,334,متعلق,Urdu,ADP,437,yes,-3.4164,-0.9564,-2.2986,0.3404,0.6066,0.0956,5,4,3,2,related
123,240,انتخابی,Urdu,ADJ,438,yes,5.6598,6.43,-0.1493,0.6689,0.8688,0.1725,1,1,1,1,Electoral
152,299,شام,Urdu,NOUN,439,yes,-0.2655,-2.6651,-2.816,0.4544,0.546,0.0771,5,4,3,2,the evening
369,1082,خاں,Urdu,PROPN,440,yes,1.5587,0.8014,-2.2662,0.5205,0.669,0.0968,5,4,3,2,Khan
277,695,آباد,Urdu,PROPN,441,yes,-0.9662,-0.3912,-2.2621,0.4291,0.6267,0.0969,5,4,3,2,Settled
379,1138,بھر,Urdu,PART,442,yes,5.3493,5.3729,-0.3251,0.6577,0.8312,0.1662,1,1,1,1,full
89,170,کمار,Urdu,PROPN,443,yes,-1.9461,-2.6826,-2.6418,0.3936,0.5454,0.0833,5,4,3,2,Kumar
211,476,بارہ,Urdu,ADP,444,yes,-2.564,-0.6728,-1.8851,0.3712,0.6167,0.1104,5,4,3,2,Twelve
213,2526,حصہ,Urdu,NOUN,445,yes,0.2401,-0.5653,0.4438,0.4727,0.6205,0.1938,5,4,3,2,Share
204,2497,وسلم,Urdu,PROPN,446,yes,0.8486,-5.0781,-4.9678,0.4948,0.4604,0.0001,5,4,3,2,Peace be upon him
372,1093,قائم,Urdu,ADJ,447,yes,-7.8756,0.5486,0.7061,0.1789,0.66,0.2031,5,4,3,2,established
328,2995,تھی,Urdu,AUX,448,yes,-7.6339,1.1624,1.5958,0.1877,0.6818,0.235,5,4,3,2,was
281,703,چھ,Urdu,NUM,449,yes,5.4198,4.9889,-1.2587,0.6602,0.8176,0.1328,1,1,1,1,Six
237,575,حالیہ,Urdu,ADJ,450,yes,4.4602,5.8341,0.8916,0.6255,0.8476,0.2098,1,1,1,1,Recent
459,1634,پہلا,Urdu,ADJ,451,yes,5.601,3.9047,-0.1492,0.6668,0.7791,0.1725,1,1,1,1,The first
337,984,خطاب,Urdu,NOUN,452,yes,-2.6655,-2.0441,-3.9647,0.3675,0.568,0.036,5,4,3,2,Address
381,1141,چندرا,Urdu,PROPN,453,yes,4.9543,7.3683,-0.0469,0.6434,0.902,0.1762,1,1,1,1,Chandra
105,204,بج,Urdu,NOUN,454,yes,-2.7461,-1.7654,-1.7359,0.3646,0.5779,0.1158,5,4,3,2,At
490,1980,لگ,Urdu,VERB,455,yes,3.8843,0.7406,1.1964,0.6046,0.6668,0.2207,1,1,1,1,Look
318,872,معاملہ,Urdu,NOUN,456,yes,-2.388,-0.707,-0.0851,0.3776,0.6155,0.1748,5,4,3,2,Case
449,1498,والی,Urdu,ADP,457,yes,-6.7199,-0.4945,-0.8877,0.2208,0.623,0.1461,5,4,3,2,Wally
444,3517,رویہ,Urdu,NOUN,458,yes,-3.163,-1.5709,-2.3934,0.3495,0.5848,0.0922,5,4,3,2,Attitude
81,147,مہم,Urdu,NOUN,459,yes,-1.0529,-1.8009,-1.3047,0.4259,0.5767,0.1312,5,4,3,2,campaign
275,2735,انہوں,Urdu,PRON,460,yes,-7.1019,1.1085,0.5183,0.2069,0.6799,0.1964,5,4,3,2,He
226,524,واقع,Urdu,ADJ,461,yes,0.1751,0.9695,-0.9452,0.4704,0.675,0.1441,5,4,3,2,Situated
389,1208,ملوث,Urdu,ADJ,462,yes,-0.2514,1.4177,0.158,0.4549,0.6909,0.1835,5,4,3,2,Involved
34,68,مزید,Urdu,ADJ,463,yes,5.5776,5.7406,-1.1179,0.6659,0.8443,0.1379,1,1,1,1,More
336,983,مزید,Urdu,ADJ,463,yes,-0.9322,7.6959,3.2567,0.4303,0.9137,0.2944,1,1,1,1,More
450,1509,اردو,Urdu,PROPN,464,yes,-1.489,3.1879,-0.1636,0.4101,0.7537,0.172,5,4,3,2,Urdu
475,1822,20,Urdu,NUM,465,yes,6.3751,4.1015,-1.686,0.6948,0.7861,0.1175,1,1,1,1,20
310,847,مالک,Urdu,NOUN,466,yes,-3.1144,-0.0491,0.1253,0.3513,0.6388,0.1824,5,4,3,2,owner
374,1096,بن,Urdu,PROPN,467,yes,3.0892,-3.3569,0.5919,0.5759,0.5214,0.1991,3,2,2,2,become
421,3378,دھماکہ,Urdu,NOUN,468,yes,-2.0107,-1.4571,-1.501,0.3912,0.5889,0.1242,5,4,3,2,The explosion
177,345,مُلک,Urdu,NOUN,469,yes,-1.5397,-1.2077,-0.1501,0.4083,0.5977,0.1725,5,4,3,2,Country
441,1445,کرت,Urdu,PROPN,470,yes,-5.2781,0.1902,1.0441,0.273,0.6473,0.2152,5,4,3,2,Do it
256,613,مشکل,Urdu,NOUN,471,yes,1.6859,-0.4091,-2.4896,0.5251,0.626,0.0888,5,4,3,2,difficult
443,1448,طبقہ,Urdu,NOUN,472,yes,1.0581,0.6625,0.3153,0.5023,0.6641,0.1892,5,4,3,2,Class
125,246,الیکشن,Urdu,NOUN,473,yes,1.2219,1.2812,-0.5565,0.5083,0.686,0.158,5,4,3,2,Election
394,1217,کیس,Urdu,NOUN,474,yes,-3.1893,-0.8872,-1.3162,0.3486,0.6091,0.1308,5,4,3,2,Case
351,3073,رکاوٹ,Urdu,NOUN,475,yes,-3.167,-1.3507,-1.2217,0.3494,0.5926,0.1342,5,4,3,2,obstacle
407,1293,جماعت,Urdu,NOUN,476,yes,-0.6753,-1.9383,-1.7304,0.4396,0.5718,0.116,5,4,3,2,Jamaat
408,1294,موضوع,Urdu,NOUN,477,yes,-3.5816,0.044,0.7528,0.3344,0.6421,0.2048,5,4,3,2,the topic
290,766,پانچ,Urdu,NUM,478,yes,0.9245,-2.6875,-4.1918,0.4975,0.5452,0.0279,5,4,3,2,Five
439,3484,بھوشن,Urdu,PROPN,479,yes,-5.5786,1.4725,1.2888,0.2621,0.6928,0.224,5,4,3,2,Bhushan
55,97,مدرسہ,Urdu,NOUN,480,yes,0.1659,-1.6575,-1.4035,0.47,0.5817,0.1277,5,4,3,2,school
474,1815,کانفرنس,Urdu,NOUN,481,yes,-0.6226,-1.2803,-0.9082,0.4415,0.5951,0.1454,5,4,3,2,Conference
471,1764,تفصیل,Urdu,NOUN,482,yes,0.39,-1.3763,-1.5661,0.4781,0.5917,0.1218,5,4,3,2,Description
320,2930,نارائنا,Urdu,PROPN,483,yes,-0.8398,-1.4579,-2.2983,0.4336,0.5888,0.0956,5,4,3,2,Narayana
151,2346,اچھا,Urdu,ADJ,484,yes,1.2743,0.0791,-3.0362,0.5102,0.6434,0.0692,5,4,3,2,good
319,2928,عائد,Urdu,NOUN,485,yes,-12.8182,7.2507,7.678,0.0,0.8979,0.4526,4,3,3,2,imposed
406,1292,عائد,Urdu,NOUN,485,yes,-6.1372,-1.2555,-2.065,0.2419,0.596,0.104,5,4,3,2,imposed
54,96,دینی,Urdu,ADJ,486,yes,2.7486,4.2177,-0.8168,0.5635,0.7902,0.1486,1,1,1,1,religious
314,2907,فوری,Urdu,ADJ,487,yes,7.3634,5.6171,-1.6,0.7306,0.8399,0.1206,1,1,1,1,immediate
479,1853,تجویز,Urdu,NOUN,488,yes,-1.7779,-1.0934,-0.8364,0.3997,0.6018,0.1479,5,4,3,2,Suggestion
184,363,شکایت,Urdu,NOUN,489,yes,-0.6875,-1.042,-0.8397,0.4391,0.6036,0.1478,5,4,3,2,Complaint
489,1970,طریقہ,Urdu,NOUN,490,yes,-5.9177,-0.3001,-0.6148,0.2498,0.6299,0.1559,5,4,3,2,method
376,3150,وقفہ,Urdu,NOUN,491,yes,-8.7738,2.4981,2.7844,0.1464,0.7292,0.2775,5,4,3,2,Interval
488,1961,گھنٹہ,Urdu,NOUN,492,yes,-1.1429,-2.1597,-1.8422,0.4227,0.5639,0.112,5,4,3,2,the hour
262,627,برقی,Urdu,NOUN,493,yes,-0.4339,-0.2718,-1.2941,0.4483,0.6309,0.1316,5,4,3,2,Electric
390,1209,اور,Urdu,ADJ,494,yes,4.9581,7.1036,0.4429,0.6435,0.8927,0.1937,1,1,1,1,And
11,20,اور,Urdu,ADJ,494,yes,5.7853,-4.3971,4.9532,0.6735,0.4845,0.3551,3,2,2,2,And
495,2045,مظاہرہ,Urdu,NOUN,495,yes,-4.5049,-0.7637,-1.5871,0.301,0.6135,0.1211,5,4,3,2,Demonstration
392,1214,جلد,Urdu,ADV,496,yes,-2.6247,-2.3362,-4.3233,0.369,0.5577,0.0232,5,4,3,2,The skin
267,661,گاندھی,Urdu,PROPN,497,yes,-2.3475,0.0913,0.0348,0.3791,0.6438,0.1791,5,4,3,2,Gandhi
31,4159,ترکاری,Urdu,NOUN,498,yes,-4.036,0.2776,-1.3803,0.3179,0.6504,0.1285,5,4,3,2,Salad
84,151,ذکر,Urdu,NOUN,499,yes,-4.9805,-0.9953,-1.2772,0.2837,0.6052,0.1322,5,4,3,2,Mention
480,1854,روانہ,Urdu,ADJ,500,yes,-12.8182,7.2507,7.678,0.0,0.8979,0.4526,4,3,3,2,departed
