,id_palabra,palabra,language,POS,ranking,lemmatized,pc1,pc2,pc3,rgb1,rgb2,rgb3,nc5,nc4,nc3,nc2,trans
389,3330,erabakia,Basque,NOUN,451,no,3.0083,-2.1735,2.5186,0.4648,0.4117,0.7237,2,2,1,1,decision
204,521,lur,Basque,NOUN,452,no,7.2057,0.4462,0.0804,0.6443,0.4925,0.5861,1,1,1,1,Earth
294,861,ala,Basque,CCONJ,453,no,0.1042,-4.1017,-3.0328,0.3406,0.3521,0.4104,2,2,1,1,or
247,652,poliziak,Basque,NOUN,454,no,2.9361,-3.4899,-4.145,0.4617,0.371,0.3477,2,2,1,1,the police
349,3136,berriak,Basque,ADJ,455,no,7.3992,-5.8752,-4.3142,0.6525,0.2974,0.3381,1,1,1,1,the news
149,4433,osoan,Basque,ADJ,456,no,6.5436,-1.8402,-1.9717,0.616,0.4219,0.4703,2,2,1,1,throughout
96,228,zenean,Basque,AUX,457,no,6.1451,-0.0211,-1.0067,0.5989,0.4781,0.5247,1,1,1,1,when it was
298,871,diete,Basque,AUX,458,no,6.2735,-3.8585,-4.5325,0.6044,0.3596,0.3258,2,2,1,1,they say
388,3321,eaj,Basque,PROPN,460,no,-4.6905,-1.7144,1.8684,0.1356,0.4258,0.687,4,4,3,2,eh
151,341,ziren,Basque,VERB,461,no,-2.83,0.6378,-3.6011,0.2152,0.4984,0.3783,5,4,3,2,were
273,756,ziren,Basque,VERB,461,no,-5.8613,-2.5865,0.1282,0.0855,0.3989,0.5888,5,4,3,2,were
410,1409,kilometro,Basque,NOUN,462,no,5.504,-0.1947,-0.3447,0.5715,0.4727,0.5621,2,2,1,1,kilometers
450,1735,erabili,Basque,VERB,463,no,-2.9736,0.0241,2.205,0.209,0.4795,0.706,5,4,3,2,to use
200,502,ditugu,Basque,VERB,464,no,-2.7081,-1.5774,-0.3864,0.2204,0.4301,0.5597,5,4,3,2,we have
321,963,ditugu,Basque,VERB,464,no,-1.8707,-1.0959,-0.479,0.2562,0.4449,0.5545,5,4,3,2,we have
137,4398,zigorra,Basque,NOUN,465,no,3.4679,-0.4598,0.2275,0.4844,0.4646,0.5944,2,2,1,1,the punishment
336,1027,gobernua,Basque,NOUN,466,no,2.509,1.3028,4.2098,0.4434,0.519,0.8191,2,2,1,1,the government
354,1105,eginda,Basque,VERB,467,no,-4.177,-3.9552,1.835,0.1576,0.3567,0.6851,4,4,3,2,done
346,1070,handirik,Basque,ADJ,468,no,6.8727,-2.0272,-1.9369,0.63,0.4162,0.4723,2,2,1,1,nothing much
112,264,berriz,Basque,ADV,469,no,-4.6141,-1.8581,-2.5506,0.1389,0.4214,0.4376,5,4,3,2,again
80,2240,berriz,Basque,ADV,469,no,-6.3039,-6.9768,2.8101,0.0666,0.2634,0.7401,4,4,3,2,again
342,3095,bosgarren,Basque,NUM,470,no,-4.1098,-3.7624,4.0077,0.1604,0.3626,0.8077,4,4,3,2,the fifth
341,3092,laugarren,Basque,NUM,471,no,2.3185,0.2577,3.3512,0.4353,0.4867,0.7707,2,2,1,1,fourth
180,2466,hobea,Basque,ADJ,472,no,1.7548,-1.313,-0.2766,0.4112,0.4382,0.5659,2,2,1,1,better
231,2644,ekarri,Basque,VERB,473,no,-2.3362,-0.3079,1.8578,0.2363,0.4692,0.6864,5,4,3,2,bring
334,1017,aukeratu,Basque,VERB,474,no,-3.2699,-1.4666,0.1876,0.1963,0.4335,0.5921,5,4,3,2,choose
418,1444,jarrera,Basque,NOUN,475,no,-1.3447,0.1451,2.9316,0.2787,0.4832,0.747,2,2,1,1,attitude
331,1008,ezagutu,Basque,VERB,476,no,-2.7577,-2.3475,-0.584,0.2182,0.4063,0.5486,5,4,3,2,get to know
84,2247,harri,Basque,NOUN,477,no,5.3752,2.0715,3.2852,0.566,0.5427,0.7669,2,2,1,1,stone
340,3087,zara,Basque,AUX,478,no,5.8064,-1.8047,-3.3328,0.5844,0.423,0.3935,2,2,1,1,you are
430,1560,non,Basque,ADV,479,no,4.5283,1.9348,3.3732,0.5298,0.5385,0.7719,2,2,1,1,where
343,1052,inor,Basque,PRON,480,no,-5.7622,-5.5382,0.5108,0.0898,0.3078,0.6104,4,4,3,2,nobody
17,2083,baliteke,Basque,VERB,482,no,2.6074,0.0022,-0.4646,0.4477,0.4788,0.5553,2,2,1,1,maybe
382,1247,dakit,Basque,VERB,483,no,-1.0448,-2.2305,-0.7575,0.2915,0.4099,0.5388,5,4,3,2,I know
369,3235,izatea,Basque,AUX,484,no,8.3576,1.6149,1.8543,0.6935,0.5286,0.6862,1,1,1,1,to be
130,2334,izatea,Basque,AUX,484,no,-2.0586,1.1196,1.3726,0.2481,0.5133,0.659,5,4,3,2,to be
277,2823,behera,Basque,NOUN,485,no,6.9094,-1.2061,-3.9229,0.6316,0.4415,0.3602,2,2,1,1,Down
469,3947,ezagutzen,Basque,VERB,486,no,3.9248,1.6591,-1.3991,0.504,0.53,0.5026,2,2,1,1,to know
416,1428,aldatu,Basque,VERB,487,no,-4.8255,1.0108,1.2795,0.1298,0.51,0.6538,5,4,3,2,change
92,2269,2,Basque,NUM,488,no,4.5741,-0.3942,-1.4573,0.5317,0.4666,0.4993,2,2,1,1,2
344,3115,bereziki,Basque,ADV,489,no,0.83,-2.4275,-0.4212,0.3717,0.4038,0.5578,2,2,1,1,in particular
28,2115,beldurra,Basque,NOUN,490,no,5.7757,-1.6542,-2.9542,0.5831,0.4277,0.4148,2,2,1,1,fear
153,2395,nolakoa,Basque,ADJ,491,no,-3.6251,-3.5954,1.5297,0.1812,0.3678,0.6679,4,4,3,2,how
14,28,lanean,Basque,NOUN,492,no,-2.2743,-3.6597,0.7284,0.2389,0.3658,0.6227,4,4,3,2,at work
147,2374,bezain,Basque,ADV,493,no,0.1189,-0.0822,1.493,0.3412,0.4762,0.6658,2,2,1,1,as
309,2946,diru,Basque,NOUN,494,no,0.5588,-2.2145,0.6181,0.3601,0.4104,0.6164,2,2,1,1,money
120,2324,urteetan,Basque,NOUN,495,no,-2.8026,-1.2564,4.0395,0.2163,0.44,0.8095,5,4,3,2,in the years
122,2326,herrian,Basque,NOUN,496,no,-3.625,1.4558,7.4153,0.1812,0.5237,1.0,2,2,1,1,in town
317,944,aldea,Basque,NOUN,497,no,-3.3716,-3.5002,0.5233,0.192,0.3707,0.6111,4,4,3,2,the difference
146,2370,bizitza,Basque,NOUN,498,no,-1.0677,-1.0819,3.4894,0.2905,0.4454,0.7785,5,4,3,2,life
452,3796,beharbada,Basque,ADV,499,no,-4.1232,-5.2565,0.1905,0.1599,0.3165,0.5923,4,4,3,2,maybe
121,2319,jendeak,Basque,NOUN,500,no,8.129,-1.4388,-3.128,0.6838,0.4343,0.405,1,1,1,1,the people
